"Permanent Call Number","Location Name","PLACE_CODE","BEGIN_PUB_DATE","Title","Age","Region"
"F2537 .M143 1974","Main Collection Storage","nyu",1974.0,"The Prestes Column : revolution in Brazil /",47.0,"North America"
"F1221.Y3 C3735518 1987","Main Collection Storage","mx",1987.0,"Relatos de poder /",34.0,"North America"
"F2728.B35 V36 2010","3rd Floor","cou",2010.0,"Uruguay's Jose? Batlle y Ordo?n?ez : the determined visionary, 1915-1917 /",11.0,"North America"
"F1788 .H26","Main Collection Storage","cau",1981.0,"The Taming of Fidel Castro /",40.0,"North America"
"F1219.3.A7 C6","Main Collection Storage","nyu",1956.0,"Mezcala : ancient Mexican sculpture /",65.0,"North America"
"F1435.3.P7 M38 2009","3rd Floor","alu",2009.0,"Mayas in postwar Guatemala : Harvest of violence revisited /",12.0,"North America"
"F1219.1.C46 G74","Main Collection Storage","azu",1979.0,"Indian assimilation in the Franciscan area of Nueva Vizcaya /",42.0,"North America"
"F1219.1.S65 D66 1988","3rd Floor","azu",1988.0,"Pre-Hispanic occupance in the valley of Sonora, Mexico : archaeological confirmation of early Spanish reports /",33.0,"North America"
"F2161 .K87 1992","3rd Floor","mau",1992.0,"A continent of islands : searching for the Caribbean destiny /",29.0,"North America"
"F1219 .P195 1980","Main Collection Storage","mx",1980.0,"Agricultura y sociedad en Mesoame?rica /",41.0,"North America"
"F3169 .H413","Main Collection Storage","ilu",1958.0,"Aku-Aku : the secret of Easter Island /",63.0,"North America"
"F3439.1.M3 M33 2004","3rd Floor","ctu",2004.0,"Machu Picchu : unveiling the mystery of the Incas /",17.0,"North America"
"F3093 .N85","3rd Floor","nmu",1976.0,"The military in Chilean history : essays on civil-military relations, 1810-1973 /",45.0,"North America"
"F1228 .A85","3rd Floor","inu",1969.0,"Latin American international politics : ambitions, capabilities, and the national interest of Mexico, Brazil, and Argentina /",52.0,"North America"
"F1034.M35 F56 2004","3rd Floor","onc",2004.0,"The force of culture : Vincent Massey and Canadian sovereignty /",17.0,"North America"
"F1435.3.R3 E37 2006","3rd Floor","flu",2006.0,"The Maya and Catholicism : an encounter of worldviews /",15.0,"North America"
"F1408.3 .W54 2006","3rd Floor","nyu",2006.0,"Latin America : a new interpretation /",15.0,"North America"
"F1226 .P2718 1991","3rd Floor","mx",1991.0,"La historia de Me?xico /",30.0,"North America"
"F1035 C5 F76 1982","Main Collection Storage","onc",1982.0,"From China to Canada : a history of the Chinese communities in Canada /",39.0,"North America"
"F1219.3.W37 H37 1992","3rd Floor","cau",1992.0,"War and society in ancient Mesoamerica /",29.0,"North America"
"F1435 .G16 1985","Main Collection Storage","nyu",1985.0,"Maya, the riddle and rediscovery of a lost civilization /",36.0,"North America"
"F1228.5.U6 F56 1982","Main Collection Storage","mx",1982.0,"Evolucio?n de la frontera norte /",39.0,"North America"
"F3320.2 .C3 B37","Main Collection Storage","mnu",1978.0,"Mountain of the condor : metaphor and ritual in an Andean ayllu /",43.0,"North America"
"F1466.7 .W55 2002","3rd Floor","mau",2002.0,"Silence on the mountain : stories of terror, betrayal, and forgetting in Guatemala /",19.0,"North America"
"F1565 .H44","3rd Floor","txu",1979.0,"Ancient Panama : chiefs in search of power /",42.0,"North America"
"F1011 .M38 1984","Main Collection Storage","onc",1984.0,"A grand and fabulous notion : the first century of Canada's parks /",37.0,"North America"
"F1434 .H3","Main Collection Storage","txu",1985.0,"Literatures /",36.0,"North America"
"F3429 .B24 1977","3rd Floor","enk",1977.0,"Peru before Pizarro /",44.0,"Europe"
"F1408 .E92 1984","3rd Floor","ctu",1984.0,"Latin America /",37.0,"North America"
"F1005 .M47 2006","3rd Floor","onc",2006.0,"Canada's governors general, 1847-1878 : biography and constitutional evolution /",15.0,"North America"
"F1412 .T78 2001","3rd Floor","ctu",2001.0,"By the sword and the cross : the historical evolution of the Catholic world monarchy in Spain and the New World, 1492-1825 /",20.0,"North America"
"F1221.H9 M9 1974","3rd Floor","nyu",1974.0,"Peyote hunt : the sacred journey of the Huichol Indians /",47.0,"North America"
"F1034.2 .S68 1986","Main Collection Storage","onc",1986.0,"State and society : Canada in comparative perspective /",35.0,"North America"
"F2808 .S42 1971","3rd Floor","nyu",1971.0,"Argentina: a city and a nation",50.0,"North America"
"F1026.Z9 G63 1998","3rd Floor","mdu",1998.0,"Introducing Canada : an annotated bibliography of Canadian history in English /",23.0,"North America"
"F1233 .S56","Main Collection Storage","txu",1979.0,"The Mexican reform, 1855-1876 : a study in liberal nation-building /",42.0,"North America"
"F1230 .S1313","3rd Floor","utu",1978.0,"The war of conquest : how it was waged here in Mexico : the Aztecs' own story /",43.0,"North America"
"F1232 .H6243","3rd Floor","flu",1966.0,"The Hidalgo revolt; prelude to Mexican independence",55.0,"North America"
"F1216 .B65","3rd Floor","cau",1975.0,"Communion in solitude : Mexico from the corner of an eye /",46.0,"North America"
"F3721 .L34","3rd Floor","ilu",1975.0,"Ancient Ecuador-culture, clay and creativity, 3000-300 B.C. = El Ecuador antiguo-cultura, cera?mica y creatividad, 3000-300 A.C. : [catalogue of an exhibit organized by Field Museum of Natural History, April 18-August 5, 1975] /",46.0,"North America"
"F1219.3.F6 B54 1990","3rd Floor","nyu",1990.0,"The mythology of Mexico and Central America /",31.0,"North America"
"F3429 .L73 2009","3rd Floor","iau",2009.0,"The life and writings of Julio C. Tello : America's first indigenous archaeologist /",12.0,"North America"
"F1221.S43 D4","Main Collection Storage","azu",1970.0,"The Seri Indians; a primitive people of Tiburo?n Island in the Gulf of California",51.0,"North America"
"F1783 .Q43 1970","Main Collection Storage","nyu",1970.0,"The war in Cuba",51.0,"North America"
"F1219.8.Z37 C67 2000","3rd Floor","mx",2000.0,"Cerros sagrados : Rogui?a 'hierve el agua' Guiaru?, Yegoyaiche, Cerro Rabo Culebra, San Lorenzo Albarradas /",21.0,"North America"
"F1971 .T75 1997","3rd Floor","ctu",1997.0,"Puerto Rico : the trials of the oldest colony in the world /",24.0,"North America"
"F1053 .R4","Main Collection Storage","nyu",1972.0,"The shouting signpainters; a literary and political account of Quebec revolutionary nationalism.",49.0,"North America"
"F1095.K5 P67 1998","3rd Floor","bcc",1998.0,"Gamblers and dreamers : women, men, and community in the Klondike /",23.0,"North America"
"F2291.S2 O76 2002","3rd Floor","ck",2002.0,"El drama urbano de Santa Marta durante la dominacio?n espan?ola : cartografi?a e historia en tres actos /",19.0,"South America"
"F1366 .G4 1967","3rd Floor","cau",1967.0,"Tlaxcala in the sixteenth century /",54.0,"North America"
"F2169 .C368 1999","3rd Floor","vau",1999.0,"Caribbean romances : the politics of regional representation /",22.0,"North America"
"F1465.2.Q5 G73 2000","3rd Floor","ncu",2000.0,"The blood of Guatemala : a history of race and nation /",21.0,"North America"
"F2230.2 .K4 U77 1981","Main Collection Storage","txu",1981.0,"At the crossroads of the earth and the sky : an Andean cosmology /",40.0,"North America"
"F1234 .V63 T83 1984","3rd Floor","azu",1984.0,"Pancho Villa and John Reed : two faces of romantic revolution /",37.0,"North America"
"F1408.3 .K44 1967","3rd Floor","mau",1967.0,"Readings in Latin-American civilization, 1492 to the present /",54.0,"North America"
"F1052 .M6613","Main Collection Storage","onc",1981.0,"Ideologies in Quebec : the historical development /",40.0,"North America"
"F1215 .W4 1999","3rd Floor","nyu",1999.0,"Robbery under law; The Mexican object-lesson,",22.0,"North America"
"F2191.B55 M56 1992","3rd Floor","mau",1992.0,"The birth of African-American culture : an anthropological perspective /",29.0,"North America"
"F1219.1.C45 W45 2000","3rd Floor","nyu",2000.0,"Homage to Chiapas : the new Indigenous struggles in Mexico /",21.0,"North America"
"F2846 .E172 1948","Main Collection Storage","ag",1948.0,"Dogma socialista, y otras pa?ginas poli?ticas.",73.0,"South America"
"F3429 .J85 2000","3rd Floor","iau",2000.0,"Reading Inca history /",21.0,"North America"
"F1234 .S187 1986","Main Collection Storage","mdu",1986.0,"Mexico, chaos on our doorstep /",35.0,"North America"
"F2936 .M99 1969","3rd Floor","nyu",1969.0,"At home with the Patagonians; a year's wanderings over untrodden ground from the Straits of Magellan to the Rio Negro.",52.0,"North America"
"F1221.N3 N895 1988","3rd Floor","nju",1988.0,"Todos Santos in rural Tlaxcala : a syncretic, expressive, and symbolic analysis of the cult of the dead /",33.0,"North America"
"F3315 .L38 1989","Main Collection Storage","nyu",1989.0,"In Bolivia /",32.0,"North America"
"F1763 .H913 1969","Main Collection Storage","nyu",1969.0,"The island of Cuba.",52.0,"North America"
"F1435.L4 D47 1988","Main Collection Storage","nmu",1988.0,"A dream of Maya : Augustus and Alice Le Plongeon in nineteenth-century Yucatan /",33.0,"North America"
"F1234 .C457","Main Collection Storage","enk",1980.0,"Caudillo and peasant in the Mexican Revolution /",41.0,"Europe"
"F1054.5.Q3 H5","3rd Floor","nyu",1924.0,"The journal of Louis He?mon,",97.0,"North America"
"F1788 .O6","Main Collection Storage","mdu",1981.0,"Operation Zapata : the 'ultrasensitive' report and testimony of the Board of Inquiry on the Bay of Pigs.",40.0,"North America"
"F1213 C24 1982","Main Collection Storage","cau",1982.0,"Life in Mexico /",39.0,"North America"
"F1435.3.P5 B37 1996","3rd Floor","oku",1996.0,"At the edge of the world : caves and late classic Maya world view /",25.0,"North America"
"F1220 .L85 1973b","Main Collection Storage","nyu",1973.0,"Unknown Mexico: a record of five years' exploration among the tribes of the western Sierra Madre; in the tierra caliente of Tepic and Jalisco; and among the Tarascos of Michoacan,",48.0,"North America"
"F1412 .C48 2008","3rd Floor","nyu",2008.0,"Americanos : Latin America's struggle for independence /",13.0,"North America"
"F1412 .K56 1994","3rd Floor","nmu",1994.0,"Independence in Spanish America : civil wars, revolutions, and underdevelopment /",27.0,"North America"
"F1219.3.P8 M47 2009","3rd Floor","flu",2009.0,"Mesoamerican figurines : small-scale indices of large-scale social phenomena /",12.0,"North America"
"F1418 .K78 1985","3rd Floor","nyu",1987.0,"U.S.-Latin American relations /",34.0,"North America"
"F2846 .S2185","Main Collection Storage","nju",1948.0,"A Sarmiento anthology /",73.0,"North America"
"F1418 .R23 1988","Main Collection Storage","ncu",1988.0,"Eisenhower and Latin America : the foreign policy of anticommunism /",33.0,"North America"
"F1219.1 .C45 G36 1983","Main Collection Storage","mx",1983.0,"La cueva de Sta. Marta, Ocozocoautla, Chiapas : estratigrafi?a, cronologi?a y cera?mica /",38.0,"North America"
"F1219.3.R38 R42 2000","3rd Floor","cau",2000.0,"Handbook of Mesoamerican mythology /",21.0,"North America"
"F1015 .B87","Main Collection Storage","nyu",1916.0,"Letters from America /",105.0,"North America"
"F1526 .W175 2003","3rd Floor","cou",2003.0,"Nicaragua : living in the shadow of the eagle /",18.0,"North America"
"F2230.2.T84 C5213 1995","3rd Floor","ilu",1995.0,"The Land-without-Evil : Tupi?-Guarani? prophetism /",26.0,"North America"
"F1789 .N3 C58","3rd Floor","flu",1970.0,"Black man in red Cuba /",51.0,"North America"
"F1231 .R67","Main Collection Storage","mx",1946.0,"Diario de sucesos notables (1665-1703)",75.0,"North America"
"F1783.M38 G78 2005","3rd Floor","ncu",2005.0,"The myth of Jose? Marti? : conflicting nationalisms in early twentieth-century Cuba /",16.0,"North America"
"F2659 .N4 D42","Main Collection Storage","nyu",1971.0,"Neither Black nor white : slavery and race relations in Brazil and the United States /",50.0,"North America"
"F1418 .I5966 1988","Main Collection Storage","cou",1988.0,"Inter-American relations : the Latin American perspective /",33.0,"North America"
"F1034.2 .G72 1972","Main Collection Storage","onc",1972.0,"Forum: Canadian life and letters, 1920-70: selections from the Canadian forum,",49.0,"North America"
"F1418 .C8132","Main Collection Storage","nyu",1974.0,"The United States and Latin America : an historical analysis of inter-American relations /",47.0,"North America"
"F1435.1 .A4 W55 1972","Main Collection Storage","mau",1972.0,"The artifacts of Altar de Sacrificios,",49.0,"North America"
"F3430.1.A83 G34 1993","3rd Floor","nyu",1993.0,"Warriors in Eden /",28.0,"North America"
"F1233 .S37 1969","Main Collection Storage","scu",1969.0,"Mexican politics during the Jua?rez regime, 1855-1872",52.0,"North America"
"F1219 .H58","3rd Floor","nyu",1936.0,"Ancient life in Mexico and Central America /",85.0,"North America"
"F1233.J9 H36 1994","3rd Floor","nyu",1994.0,"Jua?rez /",27.0,"North America"
"F1219 .G154 2002","3rd Floor","mx",2002.0,"Diez an?os de arqueologi?a en Me?xico, 1975-1985 /",19.0,"North America"
"F1408.3 .P5213 1962","Main Collection Storage","cau",1962.0,"A cultural history of Spanish America, from conquest to independence /",59.0,"North America"
"F1419 .J4 J49 1987","Main Collection Storage","mau",1987.0,"The Jewish presence in Latin America /",34.0,"North America"
"F1228.9 .R57 1988","Main Collection Storage","nju",1988.0,"Riot, rebellion, and revolution : rural social conflict in Mexico /",33.0,"North America"
"F1408.3 .W5 1961","Main Collection Storage","nyu",1961.0,"Latin America and the enlightenment;",60.0,"North America"
"F1230 .R473 2018","3rd Floor","nyu",2018.0,"When Montezuma met Corte?s : the true story of the meeting that changed history /",3.0,"North America"
"F1210 .G7813 2001","3rd Floor","ncu",2001.0,"Images at war : Mexico from Columbus to Blade Runner (1492-2019) /",20.0,"North America"
"F1246 .M38","Main Collection Storage","cau",1973.0,"The conquistador in California: 1535; the voyage of Fernando Cortes to Baja California in chronicles and documents.",48.0,"North America"
"F2041 .L73","3rd Floor","enk",1970.0,"A true & exact history of the island of Barbadoes : illustrated with a map of the island, as also the principal trees and plants there, set forth in their due proportions and shapes, drawn out by their several and respective scales. Together with the ingenio that makes the sugar, with the plots of the several houses, rooms, and other places, that are used in the whole process of sugar-making; viz. the Grinding-room, the Boyling-room, the Filling-room, the Curing-house, Still house, and Furnaces.",51.0,"Europe"
"F1059.7.F83 A755 1982","Main Collection Storage","onc",1982.0,"Voices from French Ontario /",39.0,"North America"
"F1219.3.A7 U75 2012","3rd Floor","mx",2012.0,"Arte y arqueologi?a en el altiplano central de Me?xico : una visio?n a trave?s del arte /",9.0,"North America"
"F1569.D3 F47 2006","3rd Floor","alu",2006.0,"Writing from the edge of the world : the memoirs of Darie?n, 1514-1527 /",15.0,"North America"
"F2230.2.A9 L89 1999","3rd Floor","nyu",1999.0,"The citizen factory : schooling and cultural production in Bolivia /",22.0,"North America"
"F1219.1.G86 N66 2002","3rd Floor","cau",2002.0,"Migration, mujercitas, and medicine men : living in urban Mexico /",19.0,"North America"
"F1435.3.R3 S54 2000","3rd Floor","txu",2000.0,"From moon goddesses to virgins : the colonization of Yucatecan Maya sexual desire /",21.0,"North America"
"F1527.S62 D53","3rd Floor","nyu",1981.0,"Somoza and the legacy of U.S. involvement in Central America /",40.0,"North America"
"F1230 .D544213 1956","Main Collection Storage","nyu",1956.0,"The discovery and conquest of Mexico, 1517-1521 /",65.0,"North America"
"F3429 ,.B87","3rd Floor","nyu",1963.0,"Peru.",58.0,"North America"
"F1231 .I13 1968","Main Collection Storage","nyu",1968.0,"Francisco de Ibarra and Nueva Vizcaya,",53.0,"North America"
"F2229 .M66 2014","3rd Floor","cou",2014.0,"A prehistory of South America : ancient cultural diversity on the least known continent /",7.0,"North America"
"F1435 .T74 1978","3rd Floor","nyu",1978.0,"Animal figures in the Maya codices /",43.0,"North America"
"F1528 .E93 1985","Main Collection Storage","pau",1986.0,"Bearing witness, building bridges : interviews with North Americans living & working in Nicaragua /",35.0,"North America"
